分类,标题,导演,主演,地区,年份,语言,更新时间,m3u8地址,详情页URL,封面图,简介
年代穿越,重生，爽王归来,未知,"郑天阳,张邺心",中国大陆,2026,,2026-06-04,https://v6.ppqrrs.com/wjv6/202606/02/BfDAdkg4PM97/video/index.m3u8,https://duanju2.com/vod/45077.html,https://pic.youkupic.com/upload/vod/20260602-1/32ebda62a79ed1a2b4268c65c5a3d127.jpg,"重生，爽王归来是由郑天阳,张邺心主演的一部短剧,年代穿越主演的一部短剧,年代穿越。"
年代穿越,睁眼重回三年前，儿媳我来罩,未知,"李晓东,郑峰",中国大陆,2026,,2026-06-04,https://v12.ppqrrs.com/wjv12/202606/02/XJU9pje6XN87/video/index.m3u8,https://duanju2.com/vod/45073.html,https://pic.youkupic.com/upload/vod/20260602-1/fb61e91a7dd622fb42d445ae4119a0e9.jpg,"睁眼重回三年前，儿媳我来罩是由李晓东,郑峰主演的一部短剧,年代穿越主演的一部短剧,年代穿越。"
年代穿越,激荡年代1980,未知,"景乐,柳卓青",中国大陆,2026,,2026-06-04,https://v10.ppqrrs.com/wjv10/202606/02/rCQuX1TEBK94/video/index.m3u8,https://duanju2.com/vod/45072.html,https://pic.youkupic.com/upload/vod/20260602-1/3fec98338a12a1409608f112558d6ddb.jpg,"激荡年代1980是由景乐,柳卓青主演的一部短剧,年代穿越主演的一部短剧,年代穿越。"
年代穿越,重回八零，拆穿假死前夫,未知,倪柏涵＆李泽全,中国大陆,2026,,2026-06-02,https://v9.ppqrrs.com/wjv9/202605/28/Q4nJWWVNXD92/video/index.m3u8,https://duanju2.com/vod/44880.html,https://pic.youkupic.com/upload/vod/20260528-1/1f02a7a756f134c5ed2294b7684e752d.jpg,"重回八零，拆穿假死前夫是由倪柏涵＆李泽全主演的一部短剧,年代穿越主演的一部短剧,年代穿越。"
年代穿越,天工开物，回古代发明蒸汽机,未知,王韵晴＆宋奕泽,中国大陆,2026,,2026-06-02,https://v8.ppqrrs.com/wjv8/202605/30/A86zg0XZWS88/video/index.m3u8,https://duanju2.com/vod/45010.html,https://pic.youkupic.com/upload/vod/20260530-1/4740c1395a1497f2395d1e4c19708518.jpg,"天工开物，回古代发明蒸汽机是由王韵晴＆宋奕泽主演的一部短剧,年代穿越主演的一部短剧,年代穿越。"
年代穿越,读心萌妻，她又甜又嚣张,未知,"唐丽雯,上官筠杰",中国大陆,2026,,2026-06-02,https://v1.ppqrrs.com/202605/30/T3bfxw7R9c96/video/index.m3u8,https://duanju2.com/vod/44935.html,https://pic.youkupic.com/upload/vod/20260530-1/784cd37ebb10c764f21407354c518e73.jpg,"读心萌妻，她又甜又嚣张是由唐丽雯,上官筠杰主演的一部短剧,年代穿越主演的一部短剧,年代穿越。"
年代穿越,重返1988：我能听到植物心声,未知,"陈禹铭,于岚",中国大陆,2026,,2026-06-02,https://v7.ppqrrs.com/wjv7/202605/30/j370h531HL94/video/index.m3u8,https://duanju2.com/vod/44932.html,https://pic.youkupic.com/upload/vod/20260530-1/d5af82b25d911279e87137a544db0803.jpg,"重返1988：我能听到植物心声是由陈禹铭,于岚主演的一部短剧,年代穿越主演的一部短剧,年代穿越。"
古装仙侠,白绫三尺惜红颜,未知,"吴竹照,觅七",中国大陆,2026,,2026-06-10,https://v4.ppqrrs.com/wjv4/202606/09/An7KMUFKaw88/video/index.m3u8,https://duanju2.com/vod/45353.html,https://pic.youkupic.com/upload/vod/20260609-1/aebb113ae64ee27a08ba3f545faf92e4.jpg,"白绫三尺惜红颜是由吴竹照,觅七主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,锦衣卫：我天天抄家，陛下慌了,未知,"傅汉源,徐晨昕",中国大陆,2026,,2026-06-10,https://v11.ppqrrs.com/wjv11/202606/08/fUcTS8wHXX95/video/index.m3u8,https://duanju2.com/vod/45338.html,https://pic.youkupic.com/upload/vod/20260609-1/5dd342c9830d41a23993edbf5158e3db.jpg,"锦衣卫：我天天抄家，陛下慌了是由傅汉源,徐晨昕主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,迷雾夜枭，女侠女捕该爱谁,未知,"扈帷,季恩羽",中国大陆,2026,,2026-06-09,https://v7.ppqrrs.com/wjv7/202606/08/N8aWdav68K94/video/index.m3u8,https://duanju2.com/vod/45340.html,https://pic.youkupic.com/upload/vod/20260609-1/a7c86f1dd2cc6981ab6c2c2a20f3958a.jpg,"迷雾夜枭，女侠女捕该爱谁是由扈帷,季恩羽主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,仙人抚我顶之医武双绝,未知,"范经明,李佑金",中国大陆,2026,,2026-06-09,https://v11.ppqrrs.com/wjv11/202606/08/TCvC4VSvUd87/video/index.m3u8,https://duanju2.com/vod/45347.html,https://pic.youkupic.com/upload/vod/20260609-1/dfe3b751b338da4f75ddea5b0dfd02ad.jpg,"仙人抚我顶之医武双绝是由范经明,李佑金主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,我的系统能合成万物,未知,"彭佳博,刘霖诺",中国大陆,2026,,2026-06-07,https://v2.ppqrrs.com/wjv2/202606/06/DF5G74hQTT95/video/index.m3u8,https://duanju2.com/vod/45246.html,https://pic.youkupic.com/upload/vod/20260606-1/c87151e441482967bc8ab1ffe0fd6f5b.jpg,"我的系统能合成万物是由彭佳博,刘霖诺主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,纨绔夫妇玩转京城,未知,未知,中国大陆,2025,,2026-06-06,https://v12.ppqrrs.com/wjv12/202508/22/6vz4x60gi884/video/index.m3u8,https://duanju2.com/vod/26523.html,https://pic.youkupic.com/upload/vod/20250822-1/9105ba506644af253b9b399abd2d17b8.jpg,纨绔夫妇玩转京城是由未知主演的一部古装仙侠主演的一部古装仙侠。
古装仙侠,我的后代，个个都是仙苗,未知,"彭佳博,陈丹",中国大陆,2026,,2026-06-06,https://v4.ppqrrs.com/wjv4/202606/04/b3jmDbjkQ989/video/index.m3u8,https://duanju2.com/vod/45187.html,https://pic.youkupic.com/upload/vod/20260605-1/0b3a38d0aab9c7b52d6b732973b1dff7.jpg,"我的后代，个个都是仙苗是由彭佳博,陈丹主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,六女背叛后，我觉醒了,未知,"厉家兵,李浠雯",中国大陆,2026,,2026-06-06,https://v8.ppqrrs.com/wjv8/202606/04/qbFEG4JWqi87/video/index.m3u8,https://duanju2.com/vod/45178.html,https://pic.youkupic.com/upload/vod/20260605-1/b2a8b0be401738115fa084e582226859.jpg,"六女背叛后，我觉醒了是由厉家兵,李浠雯主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,我家大师兄实在是太不正经了,未知,"白龙,周若绮",中国大陆,2026,,2026-06-05,https://v1.ppqrrs.com/202606/02/zmT2RJ5gHQ97/video/index.m3u8,https://duanju2.com/vod/45105.html,https://pic.youkupic.com/upload/vod/20260603-1/ebc655f18d76d10b17a24008b67367f0.jpg,"我家大师兄实在是太不正经了是由白龙,周若绮主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,反派：退婚女主后，我成了大帝,未知,"刘俊锋,徐一礼",中国大陆,2026,,2026-06-05,https://v3.ppqrrs.com/wjv3/202606/02/e8Ry93Avwd97/video/index.m3u8,https://duanju2.com/vod/45101.html,https://pic.youkupic.com/upload/vod/20260603-1/5be7afddd8830e12a9d078c12e3149a9.jpg,"反派：退婚女主后，我成了大帝是由刘俊锋,徐一礼主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,父皇，江山该归我,未知,"何子杰,宣宣",中国大陆,2026,,2026-06-05,https://v8.ppqrrs.com/wjv8/202606/02/KcVL8riKHr90/video/index.m3u8,https://duanju2.com/vod/45111.html,https://pic.youkupic.com/upload/vod/20260603-1/8cb421bbe4de22474ec7ee302eb90855.jpg,"父皇，江山该归我是由何子杰,宣宣主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,权御山河,未知,"都钊,索菲",中国大陆,2026,,2026-06-05,https://v5.ppqrrs.com/wjv5/202606/02/CtkDZSJSKA97/video/index.m3u8,https://duanju2.com/vod/45110.html,https://pic.youkupic.com/upload/vod/20260603-1/0551cb1bf1f52f2c850277ceb09bbb70.jpg,"权御山河是由都钊,索菲主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,透视之瞳：鉴宝治病纵横都市,未知,"肖泽楷,罗马",中国大陆,2026,,2026-06-05,https://v1.ppqrrs.com/202606/03/Dt8BzWFNwN95/video/index.m3u8,https://duanju2.com/vod/45150.html,https://pic.youkupic.com/upload/vod/20260604-1/94064a979678e2c82cbfbd4eb20e993c.jpg,"透视之瞳：鉴宝治病纵横都市是由肖泽楷,罗马主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,替弟入赘后，我靠实力封王,未知,"孙雪阳,温如意",中国大陆,2026,,2026-06-05,https://v11.ppqrrs.com/wjv11/202606/03/nfpsyD18nP88/video/index.m3u8,https://duanju2.com/vod/45141.html,https://pic.youkupic.com/upload/vod/20260604-1/aa4699829acb6e932d87b53b1a0d5956.jpg,"替弟入赘后，我靠实力封王是由孙雪阳,温如意主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,重活一世我成了修真界女战神,未知,"程梓,高旻睿",中国大陆,2026,,2026-06-04,https://v1.ppqrrs.com/202606/01/cXKSJ2ifQg96/video/index.m3u8,https://duanju2.com/vod/45035.html,https://pic.youkupic.com/upload/vod/20260601-1/3b05d48a3606f700a297184775d22745.jpg,"重活一世我成了修真界女战神是由程梓,高旻睿主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,福星公主到，皇上成了女儿奴,未知,"钟煜霖,李安彤",中国大陆,2026,,2026-06-04,https://v3.ppqrrs.com/wjv3/202606/01/yqckSncThT94/video/index.m3u8,https://duanju2.com/vod/45032.html,https://pic.youkupic.com/upload/vod/20260601-1/90e62be02519bd1ff78195948b0c95ec.jpg,"福星公主到，皇上成了女儿奴是由钟煜霖,李安彤主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,修炼后我无敌了你瞒着我干什么,未知,"梅子健,栗子",中国大陆,2026,,2026-06-04,https://v9.ppqrrs.com/wjv9/202606/02/dzfrK4XBvg92/video/index.m3u8,https://duanju2.com/vod/45063.html,https://pic.youkupic.com/upload/vod/20260602-1/3b178ff243d98a026d4ff2ef98262dc7.jpg,"修炼后我无敌了你瞒着我干什么是由梅子健,栗子主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,穿成侯门恶母我反手扇醒世子,未知,王昱赫&熊玉婷,中国大陆,2026,,2026-06-02,https://v7.ppqrrs.com/wjv7/202605/28/cS9jxxU8PE89/video/index.m3u8,https://duanju2.com/vod/44921.html,https://pic.youkupic.com/upload/vod/20260528-1/258dde39d1d9f4b9b1551eb90f884df0.jpg,"穿成侯门恶母我反手扇醒世子是由王昱赫&熊玉婷主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,绝命悍妻,未知,"麻家铭,孟璐",中国大陆,2026,,2026-06-02,https://v7.ppqrrs.com/wjv7/202605/30/AzL3GDdLCM87/video/index.m3u8,https://duanju2.com/vod/44937.html,https://pic.youkupic.com/upload/vod/20260530-1/927f7291dbc07def86ac5d87f96b0434.jpg,"绝命悍妻是由麻家铭,孟璐主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
古装仙侠,凡骨2：斩魔篇,未知,"王珞嘉,刘容榕,恩璟,寇诗翎",中国大陆,2026,,2026-06-02,https://v4.ppqrrs.com/wjv4/202605/30/4fuQVd1BQr93/video/index.m3u8,https://duanju2.com/vod/44953.html,https://pic.youkupic.com/upload/vod/20260530-1/4b413a42495288634153f28de2ca8ad3.jpg,"凡骨2：斩魔篇是由王珞嘉,刘容榕,恩璟,寇诗翎主演的一部短剧,古装仙侠主演的一部短剧,古装仙侠。"
现代都市,荆棘入室,未知,"韩佳芯,计佳羽",中国大陆,2026,,2026-06-10,https://v7.ppqrrs.com/wjv7/202606/09/kNCsvf3AV187/video/index.m3u8,https://duanju2.com/vod/45354.html,https://pic.youkupic.com/upload/vod/20260609-1/26d15a8e2c2efa6578cfe8b61ee2088c.jpg,"荆棘入室是由韩佳芯,计佳羽主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,保安逆袭：我的工资每月上亿,未知,"史宣洪,言译迦",中国大陆,2026,,2026-06-10,https://v6.ppqrrs.com/wjv6/202606/09/hsxhkDYnBR94/video/index.m3u8,https://duanju2.com/vod/45350.html,https://pic.youkupic.com/upload/vod/20260609-1/e2b7ae472185d79ccabbe5d0a1d0eae1.jpg,"保安逆袭：我的工资每月上亿是由史宣洪,言译迦主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,哎呀！撞到你心上,未知,"王轩,常丹丹",中国大陆,2026,,2026-06-10,https://v6.ppqrrs.com/wjv6/202606/09/SPSMb0cFY687/video/index.m3u8,https://duanju2.com/vod/45351.html,https://pic.youkupic.com/upload/vod/20260609-1/3882170ec8eca5c80b078c8c8c358f8e.jpg,"哎呀！撞到你心上是由王轩,常丹丹主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,东北爱情往事2,未知,"刘浩群,郭宇欣",中国大陆,2026,,2026-06-10,https://v4.ppqrrs.com/wjv4/202606/09/NCesQAxKnW92/video/index.m3u8,https://duanju2.com/vod/45349.html,https://pic.youkupic.com/upload/vod/20260609-1/dba8d09a9b9bab57a942cb69c0727fb1.jpg,"东北爱情往事2是由刘浩群,郭宇欣主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,别惹清醒婆婆，真不好惹,未知,金金＆天天,中国大陆,2026,,2026-06-10,https://v7.ppqrrs.com/wjv7/202606/09/AkHx9imzDB90/video/index.m3u8,https://duanju2.com/vod/45408.html,https://pic.youkupic.com/upload/vod/20260610-1/458d153c4fa9023e5806df16030704af.jpg,"别惹清醒婆婆，真不好惹是由金金＆天天主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,半生付出换心寒,未知,刘笑卉＆王若昭,中国大陆,2026,,2026-06-10,https://v3.ppqrrs.com/wjv3/202606/09/tJrNRukS5P97/video/index.m3u8,https://duanju2.com/vod/45407.html,https://pic.youkupic.com/upload/vod/20260610-1/a7011f59156b32045f8fdce500461a60.jpg,"半生付出换心寒是由刘笑卉＆王若昭主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,天桥算命女总裁跪求我出山,未知,赵志盟＆张颖洁,中国大陆,2026,,2026-06-10,https://v6.ppqrrs.com/wjv6/202606/09/VG3hZAHMDX89/video/index.m3u8,https://duanju2.com/vod/45406.html,https://pic.youkupic.com/upload/vod/20260610-1/bd25efce27084f851f16e0caf1261ab6.jpg,"天桥算命女总裁跪求我出山是由赵志盟＆张颖洁主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,我在莞城一手遮天,未知,谢海青＆王雨茜,中国大陆,2026,,2026-06-10,https://v7.ppqrrs.com/wjv7/202606/09/h1gv8t9Z2E90/video/index.m3u8,https://duanju2.com/vod/45405.html,https://pic.youkupic.com/upload/vod/20260610-1/32e9864dde22d06db1d069169ef28a4c.jpg,"我在莞城一手遮天是由谢海青＆王雨茜主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,结婚二十年，我不再忍气吞声,未知,易馨＆王莎莎,中国大陆,2026,,2026-06-10,https://v11.ppqrrs.com/wjv11/202606/09/jetSLtFkWf87/video/index.m3u8,https://duanju2.com/vod/45404.html,https://pic.youkupic.com/upload/vod/20260610-1/6c7d9c43232b6e2269e45aa83a547f5d.jpg,"结婚二十年，我不再忍气吞声是由易馨＆王莎莎主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,舔狗觉醒，被裁员后我返现无上,未知,项泰诚＆马薇,中国大陆,2026,,2026-06-10,https://v9.ppqrrs.com/wjv9/202606/09/Av602LSHsA88/video/index.m3u8,https://duanju2.com/vod/45403.html,https://pic.youkupic.com/upload/vod/20260610-1/4b78fb748dc72cb9a5fd91e8af026698.jpg,"舔狗觉醒，被裁员后我返现无上是由项泰诚＆马薇主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,规矩是你定的，破产是你选的,未知,王姝懿＆赵焕城,中国大陆,2026,,2026-06-10,https://v3.ppqrrs.com/wjv3/202606/09/sX8Yfg56bM97/video/index.m3u8,https://duanju2.com/vod/45402.html,https://pic.youkupic.com/upload/vod/20260610-1/6473a7f738454afe881257f5a3558087.jpg,"规矩是你定的，破产是你选的是由王姝懿＆赵焕城主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,试用期老公,未知,陈拳＆声声,中国大陆,2026,,2026-06-10,https://v7.ppqrrs.com/wjv7/202606/09/HcAAtB0HUW93/video/index.m3u8,https://duanju2.com/vod/45401.html,https://pic.youkupic.com/upload/vod/20260610-1/64e2ad68f53c3d280375bcfbedd0ecb5.jpg,"试用期老公是由陈拳＆声声主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,误入直播间，我清算一切,未知,芮熙＆周恒远,中国大陆,2026,,2026-06-10,https://v2.ppqrrs.com/wjv2/202606/09/U8j0ku9t6296/video/index.m3u8,https://duanju2.com/vod/45400.html,https://pic.youkupic.com/upload/vod/20260610-1/e23d1ff445998142dcfb70d4fe3b04f5.jpg,"误入直播间，我清算一切是由芮熙＆周恒远主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,逆袭程序员：系统带我闯巅峰,未知,史宣洪＆潘嘉荷,中国大陆,2026,,2026-06-10,https://v10.ppqrrs.com/wjv10/202606/09/uHqj9b7J2L93/video/index.m3u8,https://duanju2.com/vod/45399.html,https://pic.youkupic.com/upload/vod/20260610-1/e4de71ca128e3a25878604b5d12b04f7.jpg,"逆袭程序员：系统带我闯巅峰是由史宣洪＆潘嘉荷主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,重生后，我予女儿万千宠爱,未知,贺馨慧＆张萱萱,中国大陆,2026,,2026-06-10,https://v8.ppqrrs.com/wjv8/202606/09/F0RW67MAEu95/video/index.m3u8,https://duanju2.com/vod/45397.html,https://pic.youkupic.com/upload/vod/20260610-1/ffb52c052805bce28dec2025e2660b27.jpg,"重生后，我予女儿万千宠爱是由贺馨慧＆张萱萱主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,拒当舔狗后我化身护妻狂魔,未知,"王名扬,徐东艺",中国大陆,2026,,2026-06-09,https://v6.ppqrrs.com/wjv6/202606/08/r596WVdARG91/video/index.m3u8,https://duanju2.com/vod/45344.html,https://pic.youkupic.com/upload/vod/20260609-1/8deb36415ad536d345e868b201804c3b.jpg,"拒当舔狗后我化身护妻狂魔是由王名扬,徐东艺主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,放弃家产后，我荣耀归来,未知,"辰星,薛琪慧",中国大陆,2026,,2026-06-09,https://v10.ppqrrs.com/wjv10/202606/08/J9fcHYKspE87/video/index.m3u8,https://duanju2.com/vod/45343.html,https://pic.youkupic.com/upload/vod/20260609-1/8f4217a188dfaa2d41553b469f988d20.jpg,"放弃家产后，我荣耀归来是由辰星,薛琪慧主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,直播开挂：我亲手把他送上热搜,未知,"熊玉婷,杜昱泽",中国大陆,2026,,2026-06-09,https://v5.ppqrrs.com/wjv5/202606/08/DgsvYFpxTd87/video/index.m3u8,https://duanju2.com/vod/45341.html,https://pic.youkupic.com/upload/vod/20260609-1/2de29a5e0779c205b99893ddca318d81.jpg,"直播开挂：我亲手把他送上热搜是由熊玉婷,杜昱泽主演的一部短剧,现代都市主演的一部短剧,现代都市。"
现代都市,万人之上,未知,未知,中国大陆,2024,,2026-06-09,https://v12.ppqrrs.com/wjv12/202408/29/4fC54CWtJt84/video/index.m3u8,https://duanju2.com/vod/11157.html,https://img.picbf.com/upload/vod/20240917-1/af07da8f4edbe2f977a87e806d6e252f.jpeg,万人之上是由未知主演的一部现代都市主演的一部现代都市。
现代都市,捡到小乖宝后，病娇爸爸从良了,未知,"段少卿,张晓阅",中国大陆,2026,,2026-06-09,https://v2.ppqrrs.com/wjv2/202606/08/kdgiACfBfg93/video/index.m3u8,https://duanju2.com/vod/45332.html,https://pic.youkupic.com/upload/vod/20260608-1/c22d662c51f0e545d321a39a5c121118.jpg,"捡到小乖宝后，病娇爸爸从良了是由段少卿,张晓阅主演的一部短剧,现代都市主演的一部短剧,现代都市。"
反转,婚后十年，婆婆竟然是假的,未知,任云蛟＆嘉玮,中国大陆,2026,,2026-06-10,https://v11.ppqrrs.com/wjv11/202606/10/Z4xf6QU6ha94/video/index.m3u8,https://duanju2.com/vod/45396.html,https://pic.youkupic.com/upload/vod/20260610-1/bd21e13005554aea1fcc0fa935b0df53.jpg,"婚后十年，婆婆竟然是假的是由任云蛟＆嘉玮主演的一部短剧,反转爽主演的一部短剧,反转爽。"
反转,投资重生女帝，她竟叫我相公,未知,"万羽沫,孙景琛",中国大陆,2026,,2026-06-06,https://v5.ppqrrs.com/wjv5/202606/04/X8BBGHiySf96/video/index.m3u8,https://duanju2.com/vod/45189.html,https://pic.youkupic.com/upload/vod/20260605-1/f41405e1399489e4791569caa4e19ac7.jpg,"投资重生女帝，她竟叫我相公是由万羽沫,孙景琛主演的一部短剧,反转爽主演的一部短剧,反转爽。"
反转,我靠御兽发家致富2026,未知,未知,地球,2026,,2026-06-05,https://v10.baofeng10.com/video/wokaoyushoufajiazhifu2026/cfe8ec7eaf79/index.m3u8,https://duanju2.com/vod/45218.html,https://img.picbf.com/upload/vod/20260605-1/f3f65d9ea8dc6e2c44c0b285a8429ba8.jpg,我靠御兽发家致富2026是由未知主演的一部反转爽文主演的一部反转爽文。暂无简介，敬请期待
反转,系统BUG，我竟然成了宗门圣女,未知,"辛一,顾梢姌",中国大陆,2026,,2026-06-02,https://v5.ppqrrs.com/wjv5/202605/30/yfq8Fcanhf95/video/index.m3u8,https://duanju2.com/vod/44938.html,https://pic.youkupic.com/upload/vod/20260530-1/16a2f3d96461aa7299fcc663a71570a0.jpg,"系统BUG，我竟然成了宗门圣女是由辛一,顾梢姌主演的一部短剧,反转爽主演的一部短剧,反转爽。"
反转,错嫁进村后，老公竟是养猪大户,未知,"林昱希,邹佳佳",中国大陆,2026,,2026-06-02,https://v7.ppqrrs.com/wjv7/202605/30/uCPs46Sftc87/video/index.m3u8,https://duanju2.com/vod/44931.html,https://pic.youkupic.com/upload/vod/20260530-1/b16e8ae92f1ba562d97e47ec1eb3da03.jpg,"错嫁进村后，老公竟是养猪大户是由林昱希,邹佳佳主演的一部短剧,反转爽主演的一部短剧,反转爽。"
